#gene	symbol	name
729196	UNC93B5	unc-93 homolog B5 pseudogene (C. elegans)
729198	ANAPC10P1	anaphase promoting complex subunit 10 pseudogene 1
729200	LOC729200	small nuclear ribonucleoprotein polypeptide B pseudogene
729201	SPACA5B	sperm acrosome associated 5B
729203	RPL31P30	ribosomal protein L31 pseudogene 30
729208	RPL21P14	ribosomal protein L21 pseudogene 14
729209	RPSAP26	ribosomal protein SA pseudogene 26
729211	KRT18P15	keratin 18 pseudogene 15
729212	RPL13AP26	ribosomal protein L13a pseudogene 26
729215	RPL32P29	ribosomal protein L32 pseudogene 29
729217	LOC729217	emopamil binding protein-like pseudogene
729218	LOC729218	uncharacterized LOC729218
729220	FLJ45513	uncharacterized LOC729220
729222	LOC729222	liprin-beta-1-like
729224	LOC729224	uncharacterized LOC729224
729230	CCR2	chemokine (C-C motif) receptor 2
729233	PRR20B	proline rich 20B
729234	FAHD2CP	fumarylacetoacetate hydrolase domain containing 2C, pseudogene
729236	RPS13P2	ribosomal protein S13 pseudogene 2
729238	SFTPA2	surfactant protein A2
729240	PRR20C	proline rich 20C
729241	RPL21P117	ribosomal protein L21 pseudogene 117
729246	PRR20D	proline rich 20D
729248	ZBTB45P2	zinc finger and BTB domain containing 45 pseudogene 2
729249	KLHL2P1	kelch-like family member 2 pseudogene 1
729250	PRR20E	proline rich 20E
729252	KRT16P1	keratin 16 pseudogene 1
729254	LOC729254	hCG2045843
729257	RPS24P4	ribosomal protein S24 pseudogene 4
729258	RPS11P6	ribosomal protein S11 pseudogene 6
729259	RPL17P43	ribosomal protein L17 pseudogene 43
729262	NUTM2B	NUT family member 2B
729264	TP53TG3D	TP53 target 3D
729268	LOC729268	hCG2013212
729274	RPS2P53	ribosomal protein S2 pseudogene 53
729275	LOC729275	uncharacterized LOC729275
729277	RPL23AP47	ribosomal protein L23a pseudogene 47
729279	RPL28P5	ribosomal protein L28 pseudogene 5
729288	ZNF286B	zinc finger protein 286B
729291	LOC729291	uncharacterized LOC729291
729293	RPS18P10	ribosomal protein S18 pseudogene 10
729296	LOC729296	uncharacterized LOC729296
729298	PCNPP3	PEST containing nuclear protein pseudogene 3
729299	PMS2P8	postmeiotic segregation increased 2 pseudogene 8
729301	RPL17P9	ribosomal protein L17 pseudogene 9
729305	LOC729305	uncharacterized LOC729305
729307	LOC729307	uncharacterized LOC729307
729308	RPL31P45	ribosomal protein L31 pseudogene 45
729310	KYNUP2	kynureninase pseudogene 2
729313	LOC729313	peptidylprolyl isomerase A (cyclophilin A) pseudogene
729316	LOC729316	POM121 membrane glycoprotein pseudogene
729317	LOC729317	voltage-dependent anion channel 2 pseudogene
729321	KYNUP1	kynureninase pseudogene 1
729323	KYNUP3	kynureninase pseudogene 3
729324	LOC729324	hCG1986447
729327	MED28P7	mediator complex subunit 28 pseudogene 7
729330	OC90	otoconin 90
729332	RPL27P8	ribosomal protein L27 pseudogene 8
729334	LOC729334	cytospin B pseudogene
729338	CETN4P	centrin EF-hand protein 4, pseudogene
729340	RPL17P36	ribosomal protein L17 pseudogene 36
729342	NPM1P46	nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 46
729344	KRT8P24	keratin 8 pseudogene 24
729347	AKR1B1P3	aldo-keto reductase family 1, member B1 pseudogene 3
729348	LOC729348	LINE1 retrotransposable element
729349	RPL17P16	ribosomal protein L17 pseudogene 16
729353	LOC729353	uncharacterized LOC729353
729355	TP53TG3B	TP53 target 3B
729356	LOC729356	PRAME family member 2 pseudogene
729359	PLIN4	perilipin 4
729362	RPL36AP37	ribosomal protein L36a pseudogene 37
729366	HNRNPA1P51	heterogeneous nuclear ribonucleoprotein A1 pseudogene 51
729368	PRAMEF23	PRAME family member 23
729369	LOC729369	ankyrin repeat domain-containing protein 36C-like
729374	RPS10P6	ribosomal protein S10 pseudogene 6
729375	FAM86HP	family with sequence similarity 86, member A pseudogene
729384	TRIM49D2P	tripartite motif containing 49D2, pseudogene
729389	RPS6P25	ribosomal protein S6 pseudogene 25
729391	RFWD2P1	ring finger and WD repeat domain 2, E3 ubiquitin protein ligase pseudogene 1
729392	POM121L6P	POM121 transmembrane nucleoporin-like 6 pseudogene
729396	GAGE12J	G antigen 12J
729399	SEPHS1P6	selenophosphate synthetase 1 pseudogene 6
729402	RPL21P16	ribosomal protein L21 pseudogene 16
729403	GAPDHP61	glyceraldehyde 3 phosphate dehydrogenase pseudogene 61
729406	PPP1R14BP2	protein phosphatase 1, regulatory (inhibitor) subunit 14B pseudogene 2
729408	GAGE2D	G antigen 2D
729409	LOC729409	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1 pseudogene
729412	PSMA6P2	proteasome (prosome, macropain) subunit, alpha type, 6 pseudogene 2
729416	RPLP1P6	ribosomal protein, large, P1 pseudogene 6
729420	C13orf45	chromosome 13 open reading frame 45
729422	GAGE12C	G antigen 12C
729423	HNRNPA1P6	heterogeneous nuclear ribonucleoprotein A1 pseudogene 6
729428	GAGE12B	G antigen 12B
729431	GAGE12E	G antigen 12E
729435	ATP6V1E1P3	ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1 pseudogene 3
729438	GATSL2	GATS protein-like 2
729440	CCDC61	coiled-coil domain containing 61
729442	GAGE12H	G antigen 12H
729444	LOC729444	uncharacterized LOC729444
729447	GAGE2A	G antigen 2A
729449	RPL7P50	ribosomal protein L7 pseudogene 50
729450	SUSD2P2	sushi domain containing 2 pseudogene 2
729451	LOC729451	uncharacterized LOC729451
729453	PMS2P6	postmeiotic segregation increased 2 pseudogene 6
729454	DSTNP4	destrin (actin depolymerizing factor) pseudogene 4
729458	LOC729458	methyl-CpG-binding domain protein 3-like 2-like
729461	LOC729461	uncharacterized LOC729461
729466	LOC729466	signal recognition particle 14 kDa protein-like
729467	HSD52	uncharacterized LOC729467
729468	LOC729468	putative PGM5-like protein 1
729475	RAD51AP2	RAD51 associated protein 2
729480	RPL23AP5	ribosomal protein L23a pseudogene 5
729484	RPL21P18	ribosomal protein L21 pseudogene 18
729486	IL9RP3	interleukin 9 receptor pseudogene 3
729490	NCOR1P2	nuclear receptor corepressor 1 pseudogene 2
729493	GAPDHP38	glyceraldehyde 3 phosphate dehydrogenase pseudogene 38
729494	ARPC3P3	actin related protein 2/3 complex, subunit 3 pseudogene 3
729495	ABHD17AP4	abhydrolase domain containing 17A pseudogene P4
729496	LOC729496	coiled-coil domain containing 59 pseudogene
729497	LOC729497	nuclear receptor coactivator 4 pseudogene
729500	RPL12P14	ribosomal protein L12 pseudogene 14
729501	ZNF962P	zinc finger protein 962, pseudogene
729505	HMGN2P24	high mobility group nucleosomal binding domain 2 pseudogene 24
729506	LOC729506	uncharacterized LOC729506
729515	TMEM242	transmembrane protein 242
729516	PRAMEF24	putative PRAME family member 24
729522	AACSP1	acetoacetyl-CoA synthetase pseudogene 1
729524	FEM1AP4	fem-1 homolog a (C. elegans) pseudogene 4
729528	PRAMEF14	PRAME family member 14
729530	CNOT6LP1	CCR4-NOT transcription complex, subunit 6-like pseudogene 1
729532	LOC729532	zinc finger protein 207 pseudogene
729533	FAM72A	family with sequence similarity 72, member A
729535	FAM207BP	family with sequence similarity 207, member B, pseudogene
729536	RPL34P31	ribosomal protein L34 pseudogene 31
729540	RGPD6	RANBP2-like and GRIP domain containing 6
729545	LOC729545	WBSCR19-like protein 5-like
729557	LOC729557	density-regulated protein pseudogene
729558	LOC729558	uncharacterized LOC729558
729561	NAP1L1P1	nucleosome assembly protein 1-like 1 pseudogene 1
729562	LOC729562	uncharacterized LOC729562
729564	HMGN2P41	high mobility group nucleosomal binding domain 2 pseudogene 41
729565	NDUFB8P2	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, pseudogene 2
729566	ZBTB8OSP1	zinc finger and BTB domain containing 8 opposite strand pseudogene 1
729568	SUSD2P1	sushi domain containing 2 pseudogene 1
729574	LOC729574	UPF0627 protein ENSP00000341061/ENSP00000339743
729582	DIRC3	disrupted in renal carcinoma 3
729583	C6orf100	chromosome 6 open reading frame 100
729587	LOC729587	UPF0627 protein ENSP00000341061/ENSP00000339743-like
729595	HMGB3P22	high mobility group box 3 pseudogene 22
729597	SPDYE6	speedy/RINGO cell cycle regulator family member E6
729602	NPIPB1P	nuclear pore complex interacting protein family, member B1, pseudogene
729603	LOC729603	calcium binding protein P22 pseudogene
729608	RPF2P1	ribosome production factor 2 homolog (S. cerevisiae) pseudogene 1
729609	LOC729609	uncharacterized LOC729609
729610	FAHD2P1	fumarylacetoacetate hydrolase domain containing 2 pseudogene 1
729611	RPL29P30	ribosomal protein L29 pseudogene 30
729614	FLJ37453	uncharacterized LOC729614
729617	RPL23AP74	ribosomal protein L23a pseudogene 74
729621	RPL36AP46	ribosomal protein L36a pseudogene 46
729627	PRR23A	proline rich 23A
729630	LOC729630	dynein, light chain, LC8-type 1 pseudogene
729633	MRS2P2	MRS2 pseudogene 2
729635	HMGB3P19	high mobility group box 3 pseudogene 19
729646	RPL31P4	ribosomal protein L31 pseudogene 4
729648	ZNF812	zinc finger protein 812
729650	METTL15P3	methyltransferase like 15 pseudogene 3
729652	LOC729652	uncharacterized LOC729652
729654	LOC729654	inositol polyphosphate multikinase pseudogene
729658	LOC729658	uncharacterized LOC729658
729659	S100A11P1	S100 calcium binding protein A11 pseudogene 1
729662	RPL22P3	ribosomal protein L22 pseudogene 3
729665	CCDC175	coiled-coil domain containing 175
729666	LDHAP5	lactate dehydrogenase A pseudogene 5
729667	TRMT112P3	tRNA methyltransferase 11-2 homolog (S. cerevisiae) pseudogene 3
729668	GOLGA2P6	golgin A2 pseudogene 6
729673	PPIAP18	peptidylprolyl isomerase A (cyclophilin A) pseudogene 18
729674	LOC729674	proteasome (prosome, macropain) 26S subunit, ATPase, 2 pseudogene
729677	RPL7P16	ribosomal protein L7 pseudogene 16
729678	LINC00847	long intergenic non-protein coding RNA 847
729679	RPS2P51	ribosomal protein S2 pseudogene 51
729680	LOC729680	uncharacterized LOC729680
729681	LOC729681	uncharacterized LOC729681
729682	KRT17P3	keratin 17 pseudogene 3
729683	LOC729683	uncharacterized LOC729683
729686	NPM1P42	nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 42
729687	HMGN2P25	high mobility group nucleosomal binding domain 2 pseudogene 25
729689	FAM90A2P	family with sequence similarity 90, member A2 pseudogene
729696	LOC729696	uncharacterized LOC729696
729707	LOC729707	transmembrane and tetratricopeptide repeat containing 4 pseudogene
729708	TPI1P1	triosephosphate isomerase 1 pseudogene 1
729722	LOC729722	ankyrin repeat domain-containing protein ENSP00000383090-like
729723	DNAJC27-AS1	DNAJC27 antisense RNA 1
729727	RPL12P1	ribosomal protein L12 pseudogene 1
729732	LOC729732	uncharacterized LOC729732
729737	LOC729737	uncharacterized LOC729737
729739	LOC729739	peptidylprolyl isomerase A (cyclophilin A) pseudogene
729747	ZNF878	zinc finger protein 878
729756	PRSS44	protease, serine, 44
729759	OR4F29	olfactory receptor, family 4, subfamily F, member 29
729760	RPL12P18	ribosomal protein L12 pseudogene 18
729764	RPL23AP45	ribosomal protein L23a pseudogene 45
729767	CEACAM18	carcinoembryonic antigen-related cell adhesion molecule 18
729769	UQCRHP2	ubiquinol-cytochrome c reductase hinge protein pseudogene 2
729770	LOC729770	uncharacterized LOC729770
729774	LOC729774	family with sequence similarity 207, member A pseudogene
729779	PSAT1P3	phosphoserine aminotransferase 1 pseudogene 3
729780	RPS10P8	ribosomal protein S10 pseudogene 8
729786	GOLGA8CP	golgin A8 family, member C, pseudogene
729789	RPS15P5	ribosomal protein S15 pseudogene 5
729790	ARL6IP1P3	ADP-ribosylation factor-like 6 interacting protein 1 pseudogene 3
729798	RPL23AP63	ribosomal protein L23a pseudogene 63
729799	SEC14L1P1	SEC14-like 1 pseudogene 1
729800	LOC729800	ZP domain-containing protein LOC729800-like
729806	ZNF731P	zinc finger protein 731, pseudogene
729809	DNM1P34	DNM1 pseudogene 34
729810	LOC729810	uncharacterized LOC729810
729815	LOC729815	uncharacterized LOC729815
729816	DHFRP2	dihydrofolate reductase pseudogene 2
729817	HNRNPA3P14	heterogeneous nuclear ribonucleoprotein A3 pseudogene 14
729828	ST13P20	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 20
729830	FAM160A1	family with sequence similarity 160, member A1
729835	LOC729835	ubiquitin-fold modifier 1 pseudogene
729838	GGTLC4P	gamma-glutamyltransferase light chain 4 pseudogene
729839	LOC729839	DTW domain containing 2 pseudogene
729842	RPS2P50	ribosomal protein S2 pseudogene 50
729852	RPA3-AS1	RPA3 antisense RNA 1
729856	LOC729856	elongation factor 1-alpha-like
729857	RGPD2	RANBP2-like and GRIP domain containing 2
729859	LOC729859	WW domain binding protein 1 pseudogene
729860	LOC729860	uncharacterized LOC729860
729862	LSP1P3	lymphocyte-specific protein 1 pseudogene 3
729866	LOC729866	hCG1994895
729867	LOC729867	uncharacterized LOC729867
729870	LOC729870	uncharacterized LOC729870
729873	TBC1D3	TBC1 domain family, member 3
729877	TBC1D3H	TBC1 domain family, member 3H
729879	LOC729879	uncharacterized LOC729879
729885	VN1R101P	vomeronasal 1 receptor 101 pseudogene
729887	LOC729887	uncharacterized LOC729887
729894	ELMO2P1	engulfment and cell motility 2 pseudogene 1
729898	ZBTB8OSP2	zinc finger and BTB domain containing 8 opposite strand pseudogene 2
729900	LOC729900	golgin subfamily A member 6-like protein 2-like
729903	RPS16P10	ribosomal protein S16 pseudogene 10
729909	RPL36AP26	ribosomal protein L36a pseudogene 26
729911	LOC729911	uncharacterized LOC729911
729915	LOC729915	putative POM121-like protein 1
729920	ISPD	isoprenoid synthase domain containing
729927	RPS20P27	ribosomal protein S20 pseudogene 27
729930	LOC729930	chromosome 11 open reading frame 74 pseudogene
729941	LOC729941	PDZ domain containing 11 pseudogene
729944	ZNF75CP	zinc finger protein 75C, pseudogene
729945	LOC729945	Rho GTPase activating protein 21 pseudogene
729948	CDC26P1	cell division cycle 26 pseudogene 1
729950	LOC729950	uncharacterized LOC729950
729952	HMGB3P6	high mobility group box 3 pseudogene 6
729955	RPL18AP5	ribosomal protein L18a pseudogene 5
729956	SHISA7	shisa family member 7
729960	LOC729960	NADPH oxidase 4 pseudogene
729962	RPL21P71	ribosomal protein L21 pseudogene 71
729966	LOC729966	uncharacterized LOC729966
729967	MORN2	MORN repeat containing 2
729968	LOC729968	uncharacterized LOC729968
729970	LOC729970	hCG2028352-like
729973	LOC729973	uncharacterized LOC729973
729974	RFPL4AL1	ret finger protein-like 4A-like 1
729975	FLJ30403	uncharacterized LOC729975
729978	LOC729978	nuclear pore complex interacting protein pseudogene
729987	LOC729987	uncharacterized LOC729987
729991	MEF2BNB	MEF2B neighbor
729992	ST13P1	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 1
729993	SHISA9	shisa family member 9
729995	LOC729995	hCG1817208
729998	LOC729998	eukaryotic translation elongation factor 1 gamma pseudogene
729999	LOC729999	glycerol-3-phosphate dehydrogenase 2 (mitochondrial) pseudogene
730005	SEC14L6	SEC14-like 6 (S. cerevisiae)
730010	BRI3P1	brain protein I3 pseudogene 1
730013	ABCC6P2	ATP-binding cassette, sub-family C, member 6 pseudogene 2
730016	QRSL1P1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1 pseudogene 1
730020	LOC730020	uncharacterized LOC730020
730021	LOC730021	eukaryotic translation initiation factor 3, subunit J pseudogene
730023	KRT8P13	keratin 8 pseudogene 13
730029	RPSAP19	ribosomal protein SA pseudogene 19
730041	RHOQP2	ras homolog family member Q pseudogene 2
730043	LOC730043	uncharacterized LOC730043
730051	ZNF814	zinc finger protein 814
730052	UBE2V1P2	ubiquitin-conjugating enzyme E2 variant 1 pseudogene 2
730058	DNM1P49	DNM1 pseudogene 49
730061	RPL34P33	ribosomal protein L34 pseudogene 33
730066	VN1R103P	vomeronasal 1 receptor 103 pseudogene
730069	LOC730069	nuclear receptor binding factor 2 pseudogene
730070	RPL26P11	ribosomal protein L26 pseudogene 11
730076	LOC730076	zinc finger domain containing pseudogene
730081	LOC730081	uncharacterized LOC730081
730086	ALG1L15P	asparagine-linked glycosylation 1-like 15, pseudogene
730087	ZNF726	zinc finger protein 726
730091	LINC00886	long intergenic non-protein coding RNA 886
730092	RRN3P1	RNA polymerase I transcription factor homolog (S. cerevisiae) pseudogene 1
730094	C16orf52	chromosome 16 open reading frame 52
730098	LOC730098	uncharacterized LOC730098
730100	LOC730100	uncharacterized LOC730100
730101	LOC730101	uncharacterized LOC730101
730102	LOC730102	quinone oxidoreductase-like protein 2 pseudogene
730109	LINC01100	long intergenic non-protein coding RNA 1100
730110	LOC730110	zinc finger protein 492 pseudogene
730112	FAM166B	family with sequence similarity 166, member B
730129	LOC730129	neugrin, neurite outgrowth associated pseudogene
730130	TMEM229A	transmembrane protein 229A
730138	PFN1P1	profilin 1 pseudogene 1
730139	LOC730139	uncharacterized LOC730139
730144	LOC730144	eukaryotic translation initiation factor 1 pseudogene
730152	GSTA7P	glutathione S-transferase alpha 7, pseudogene
730153	LOC730153	nuclear pore complex interacting protein family, member A1 pseudogene
730159	LOC730159	uncharacterized LOC730159
730174	NAP1L4P3	nucleosome assembly protein 1-like 4 pseudogene 3
730177	RPS26P16	ribosomal protein S26 pseudogene 16
730179	LOC730179	uncharacterized LOC730179
730180	RBBP4P3	retinoblastoma binding protein 4 pseudogene 3
730183	LOC730183	uncharacterized LOC730183
730187	RPS10P9	ribosomal protein S10 pseudogene 9
730190	ZNF101P2	zinc finger protein 101 pseudogene 2
730196	VN1R64P	vomeronasal 1 receptor 64 pseudogene
730198	MEIS1-AS3	MEIS1 antisense RNA 3
730202	LOC730202	uncharacterized LOC730202
730211	HSP90AA5P	heat shock protein 90kDa alpha (cytosolic), class A member 5, pseudogene
730213	RPL5P5	ribosomal protein L5 pseudogene 5
730222	LOC730222	tubulin, alpha 3d pseudogene
730227	LOC730227	uncharacterized LOC730227
730232	EEF1A1P32	eukaryotic translation elongation factor 1 alpha 1 pseudogene 32
730234	LOC730234	uncharacterized LOC730234
730236	LOC730236	uncharacterized LOC730236
730239	ZDHHC20P4	zinc finger, DHHC-type containing 20 pseudogene 4
730246	HNRNPA1P59	heterogeneous nuclear ribonucleoprotein A1 pseudogene 59
730249	IRG1	immunoresponsive 1 homolog (mouse)
730255	RPL17P8	ribosomal protein L17 pseudogene 8
730256	LOC730256	uncharacterized LOC730256
730257	LOC730257	uncharacterized LOC730257
730262	PPIAL4E	peptidylprolyl isomerase A (cyclophilin A)-like 4E
730268	LOC730268	anaphase-promoting complex subunit 1-like
730291	ZNF735	zinc finger protein 735
730338	LOC730338	uncharacterized LOC730338
730376	LOC730376	uncharacterized LOC730376
730378	LOC730378	uncharacterized LOC730378
730394	GTF2H2D	general transcription factor IIH, polypeptide 2D
730441	LOC730441	trypsin X3 pseudogene
730647	HINT1P1	histidine triad nucleotide binding protein 1 pseudogene 1
730668	LOC730668	dynein heavy chain -like pseudogene
730747	RPL14P3	ribosomal protein L14 pseudogene 3
730755	KRTAP2-3	keratin associated protein 2-3
730792	LOC730792	SWI5-dependent recombination repair 1 pseudogene
730811	MYT1L-AS1	MYT1L antisense RNA 1
730861	RPS3AP29	ribosomal protein S3a pseudogene 29
730888	DEPDC1P1	DEP domain containing 1 pseudogene 1
730909	LOC730909	uncharacterized LOC730909
730961	LOC730961	uncharacterized LOC730961
730971	FLJ36777	uncharacterized LOC730971
730974	LOC730974	slowmo homolog 2 (Drosophila) pseudogene
730978	CICP5	capicua transcriptional repressor pseudogene 5
730993	RPS3AP39	ribosomal protein S3a pseudogene 39
731075	LOC731075	uncharacterized LOC731075
731157	LOC731157	uncharacterized LOC731157
731220	RFX8	RFX family member 8, lacking RFX DNA binding domain
731223	LOC731223	uncharacterized LOC731223
731275	LOC731275	uncharacterized LOC731275
731308	DYNLL1P2	dynein, light chain, LC8-type 1 pseudogene 2
731424	LOC731424	uncharacterized LOC731424
731467	LOC731467	uncharacterized LOC731467
731605	LOC731605	bcl-2-associated transcription factor 1-like
731631	LOC731631	putative uncharacterized protein FLJ44672-like
731642	RPL18AP9	ribosomal protein L18a pseudogene
731656	LOC731656	uncharacterized LOC731656
731688	RPL21P120	ribosomal protein L21 pseudogene 120
731716	PRKRAP1	protein kinase, interferon-inducible double stranded RNA dependent activator pseudogene 1
731741	RPL32P12	ribosomal protein L32 pseudogene 12
731755	LOC731755	eukaryotic translation initiation factor 2-alpha kinase 1 pseudogene
731779	LOC731779	uncharacterized LOC731779
731789	LINC00202-2	long intergenic non-protein coding RNA 202-2
731996	LOC731996	uncharacterized LOC731996
732199	RPL29P21	ribosomal protein L29 pseudogene 21
732210	LOC732210	uncharacterized LOC732210
732226	LOC732226	uncharacterized LOC732226
732229	LOC732229	AN1-type zinc finger protein 5-like
732253	TDRG1	testis development related 1 (non-protein coding)
732265	LOC732265	COMM domain-containing protein 4-like
732272	LOC732272	uncharacterized LOC732272
732275	LINC00917	long intergenic non-protein coding RNA 917
732360	LOC732360	G/T mismatch-specific thymine DNA glycosylase-like
732448	CCDC58P3	coiled-coil domain containing 58 pseudogene 3
732538	LOC732538	F-box only protein 36 pseudogene
735301	SNHG9	small nucleolar RNA host gene 9 (non-protein coding)
751071	METTL12	methyltransferase like 12
751580	LINC00106	long intergenic non-protein coding RNA 106
751599	TPM3P7	tropomyosin 3 pseudogene 7
751602	LOC751602	tropomyosin 3 pseudogene
751603	LOC751603	tropomyosin 3 pseudogene
751609	DFNB68	deafness, autosomal recessive 68
751781	GLC1L	glaucoma 1, open angle, L (adult-onset)
751783	DFNB69	deafness, autosomal recessive 69
751798	AUNX1	auditory neuropathy, X-linked recessive 1
751816	DSERG1	Down syndrome encephalopathy related protein 1
751837	LOC751837	WD repeat domain 57 (U5 snRNP specific) pseudogene
752014	CEMP1	cementum protein 1
767557	SYS1-DBNDD2	SYS1-DBNDD2 readthrough (NMD candidate)
767558	LUZP6	leucine zipper protein 6
767561	SNORD113-1	small nucleolar RNA, C/D box 113-1
767562	SNORD113-2	small nucleolar RNA, C/D box 113-2
767563	SNORD113-3	small nucleolar RNA, C/D box 113-3
767564	SNORD113-4	small nucleolar RNA, C/D box 113-4
767565	SNORD113-5	small nucleolar RNA, C/D box 113-5
767566	SNORD113-6	small nucleolar RNA, C/D box 113-6
767567	SNORD113-7	small nucleolar RNA, C/D box 113-7
767568	SNORD113-8	small nucleolar RNA, C/D box 113-8
767569	SNORD113-9	small nucleolar RNA, C/D box 113-9
767575	MRX71	mental retardation, X-linked 71
767577	SNORD114-1	small nucleolar RNA, C/D box 114-1
767578	SNORD114-2	small nucleolar RNA, C/D box 114-2
767579	SNORD114-3	small nucleolar RNA, C/D box 114-3
767580	SNORD114-4	small nucleolar RNA, C/D box 114-4
767581	SNORD114-5	small nucleolar RNA, C/D box 114-5
767582	SNORD114-6	small nucleolar RNA, C/D box 114-6
767583	SNORD114-7	small nucleolar RNA, C/D box 114-7
767584	SNORD114-8	small nucleolar RNA, C/D box 114-8
767585	SNORD114-9	small nucleolar RNA, C/D box 114-9
767588	SNORD114-10	small nucleolar RNA, C/D box 114-10
767589	SNORD114-11	small nucleolar RNA, C/D box 114-11
767590	SNORD114-12	small nucleolar RNA, C/D box 114-12
767591	SNORD114-13	small nucleolar RNA, C/D box 114-13
767592	SNORD114-14	small nucleolar RNA, C/D box 114-14
767593	SNORD114-15	small nucleolar RNA, C/D box 114-15
767594	SNORD114-16	small nucleolar RNA, C/D box 114-16
767595	SNORD114-17	small nucleolar RNA, C/D box 114-17
767596	SNORD114-18	small nucleolar RNA, C/D box 114-18
767597	SNORD114-19	small nucleolar RNA, C/D box 114-19
767598	SNORD114-20	small nucleolar RNA, C/D box 114-20
767599	SNORD114-21	small nucleolar RNA, C/D box 114-21
767600	SNORD114-22	small nucleolar RNA, C/D box 114-22
767603	SNORD114-23	small nucleolar RNA, C/D box 114-23
767604	SNORD114-24	small nucleolar RNA, C/D box 114-24
767605	SNORD114-25	small nucleolar RNA, C/D box 114-25
767606	SNORD114-26	small nucleolar RNA, C/D box 114-26
767608	SNORD114-27	small nucleolar RNA, C/D box 114-27
767609	SNORD114-28	small nucleolar RNA, C/D box 114-28
767610	SNORD114-29	small nucleolar RNA, C/D box 114-29
767611	SNORD114-30	small nucleolar RNA, C/D box 114-30
767612	SNORD114-31	small nucleolar RNA, C/D box 114-31
767811	H2BFXP	H2B histone family, member X, pseudogene
767846	PFN1P2	profilin 1 pseudogene 2
767850	PFN1P9	profilin 1 pseudogene 9
767851	PFN1P4	profilin 1 pseudogene 4
767852	PFN1P5	profilin 1 pseudogene 5
767853	PFN1P10	profilin 1 pseudogene 10
767854	PFN1P7	profilin 1 pseudogene 7
768086	LOC768086	trehalase (brush-border membrane glycoprotein) pseudogene
768096	HAR1A	highly accelerated region 1A (non-protein coding)
768097	HAR1B	highly accelerated region 1B (non-protein coding)
768206	PRCD	progressive rod-cone degeneration
768211	RELL1	RELT-like 1
768212	MIR758	microRNA 758
768213	MIR671	microRNA 671
768214	MIR668	microRNA 668
768215	MIR767	microRNA 767
768216	MIR454	microRNA 454
768217	MIR769	microRNA 769
768218	MIR766	microRNA 766
768219	MIR802	microRNA 802
768220	MIR765	microRNA 765
768222	MIR770	microRNA 770
768239	PSAPL1	prosaposin-like 1 (gene/pseudogene)
768328	EIF4EBP1P2	eukaryotic translation initiation factor 4E binding protein 1 pseudogene 2
777642	RP34	retinitis pigmentosa 34 (X-linked recessive)
777643	GLC1M	glaucoma 1, open angle, M (juvenile-onset)
777645	GLC1N	glaucoma 1, open angle, N (juvenile-onset)
777650	LOC777650	UBX domain protein 2B pseudogene
777774	ACTR3BP4	ACTR3B pseudogene 4
777778	OPA6	optic atrophy 6 (autosomal recessive)
780529	LOC780529	uncharacterized LOC780529
780776	TVP23A	trans-golgi network vesicle protein 23 homolog A (S. cerevisiae)
780778	USP10P2	ubiquitin specific peptidase10 pseudogene 2
780779	USP10P1	ubiquitin specific peptidase 10 pseudogene 1
780780	LOC780780	ubiquitin specific peptidase 10 pseudogene
780789	C1orf196	chromosome 1 open reading frame 196
780810	PAICSP3	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 3
780811	PAICSP5	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 5
780812	PAICSP6	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 6
780813	PAICSP4	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 4
780814	PAICSP1	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 1
780815	PAICSP2	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 2
780816	PAICSP7	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 7
780851	SNORD3A	small nucleolar RNA, C/D box 3A
780852	SNORD3B-2	small nucleolar RNA, C/D box 3B-2
780853	SNORD3C	small nucleolar RNA, C/D box 3C
780854	SNORD3D	small nucleolar RNA, C/D box 3D
780895	DUPC1	Dupuytren contracture 1
780896	ACTD	Acetabular dysplasia
780897	HPP1	hyperpigmentation, progressive, 1
780898	AMRS	Alopecia-mental retardation syndrome
780899	DIH2	Hernia, congenital diaphragmatic 2
780900	FGS5	FG syndrome 5
780901	NYS5	Nystagmus 5, infantile periodic alternating
780903	ORW3	Osler-Rendu-Weber syndrome 3
780904	PSS	Potocki-Shaffer syndrome
780905	EA3	Episodic ataxia, type 3
