,Symbol,Name,Score
80063,ATF7IP2,activating transcription factor 7 interacting protein 2,-1.475
144245,ALG10B,"ALG10B, alpha-1,2-glucosyltransferase",-1.475
121506,ERP27,endoplasmic reticulum protein 27,-1.475
57119,EPPIN,epididymal peptidase inhibitor,-1.475
3037,HAS2,hyaluronan synthase 2,-1.475
26062,HYALP1,hyaluronoglucosaminidase pseudogene 1,-1.475
127253,TYW3,tRNA-yW synthesizing protein 3 homolog (S. cerevisiae),-1.475
386758,ZNF582-AS1,ZNF582 antisense RNA 1 (head to head),-1.475
283432,LINC00485,long intergenic non-protein coding RNA 485,-1.474
154807,VKORC1L1,"vitamin K epoxide reductase complex, subunit 1-like 1",-1.474
3702,ITK,IL2-inducible T-cell kinase,-1.473
23157,6-Sep,septin 6,-1.473
59084,ENPP5,ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative),-1.472
80298,MTERFD3,MTERF domain containing 3,-1.472
441631,TSPAN11,tetraspanin 11,-1.472
32,ACACB,acetyl-CoA carboxylase beta,-1.471
1628,DBP,D site of albumin promoter (albumin D-box) binding protein,-1.471
387723,LINC00959,long intergenic non-protein coding RNA 959,-1.471
123720,WHAMM,"WAS protein homolog associated with actin, golgi membranes and microtubules",-1.471
5955,RCN2,"reticulocalbin 2, EF-hand calcium binding domain",-1.469
57728,WDR19,WD repeat domain 19,-1.469
4528,MTIF2,mitochondrial translational initiation factor 2,-1.468
101928309,LOC101928309,uncharacterized LOC101928309,-1.468
373156,GSTK1,glutathione S-transferase kappa 1,-1.467
57122,NUP107,nucleoporin 107kDa,-1.467
80108,ZFP2,ZFP2 zinc finger protein,-1.466
5502,PPP1R1A,"protein phosphatase 1, regulatory (inhibitor) subunit 1A",-1.465
285973,ATG9B,autophagy related 9B,-1.464
84688,C9orf24,chromosome 9 open reading frame 24,-1.464
4216,MAP3K4,mitogen-activated protein kinase kinase kinase 4,-1.464
6594,SMARCA1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1",-1.463
93,ACVR2B,"activin A receptor, type IIB",-1.462
26053,AUTS2,autism susceptibility candidate 2,-1.461
84913,ATOH8,atonal homolog 8 (Drosophila),-1.46
4261,CIITA,"class II, major histocompatibility complex, transactivator",-1.46
8892,EIF2B2,"eukaryotic translation initiation factor 2B, subunit 2 beta, 39kDa",-1.46
440104,TMEM198B,"transmembrane protein 198B, pseudogene",-1.46
29081,METTL5,methyltransferase like 5,-1.459
4089,SMAD4,SMAD family member 4,-1.459
83590,TMUB1,transmembrane and ubiquitin-like domain containing 1,-1.459
648691,LOC648691,uncharacterized LOC648691,-1.459
90321,ZNF766,zinc finger protein 766,-1.459
132724,TMPRSS11B,"transmembrane protease, serine 11B",-1.458
2918,GRM8,"glutamate receptor, metabotropic 8",-1.457
100506783,HOXD-AS2,HOXD cluster antisense RNA 2,-1.457
55066,PDPR,pyruvate dehydrogenase phosphatase regulatory subunit,-1.457
51066,SSUH2,ssu-2 homolog (C. elegans),-1.457
152100,CMC1,C-x(9)-C motif containing 1,-1.456
4714,NDUFB8,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa",-1.456
4925,NUCB2,nucleobindin 2,-1.456
5122,PCSK1,proprotein convertase subtilisin/kexin type 1,-1.456
118670,FAM24A,"family with sequence similarity 24, member A",-1.455
5437,POLR2H,polymerase (RNA) II (DNA directed) polypeptide H,-1.455
7955,STL,six-twelve leukemia,-1.454
93349,SP140L,SP140 nuclear body protein-like,-1.454
10054,UBA2,ubiquitin-like modifier activating enzyme 2,-1.454
23195,MDN1,"MDN1, midasin homolog (yeast)",-1.453
50650,ARHGEF3,Rho guanine nucleotide exchange factor (GEF) 3,-1.453
101927889,LOC101927889,uncharacterized LOC101927889,-1.453
64283,ARHGEF28,Rho guanine nucleotide exchange factor (GEF) 28,-1.452
90135,BTBD6,BTB (POZ) domain containing 6,-1.451
374918,IGFL1,IGF-like family member 1,-1.451
388327,C17orf100,chromosome 17 open reading frame 100,-1.45
253769,WDR27,WD repeat domain 27,-1.45
